,Text,Label,ID,Offsets
6405,"Cloud Imperium has studios in Los Angeles, California ; Austin, Texas ; Manchester, UK and Frankfurt, Germany.",None,article_00301.pre.xmi:013,[]
8762,"AppStar Financial is a registered ISO/MSP of Fifth Third Bank, Cincinnati, OH.",None,article_00417.pre.xmi:015,[]
8344,"Our extensive research, design and manufacturing capabilities produce leading-class medical devices that are used by a worldwide audience – with almost 90% of our products exported to more than 60 countries.",None,article_00390.pre.xmi:010,[]
14912,"He co-founded Large Scale Biology, an early proteomics company that IPO'd in 2000, has served on the board of directors of Dade Behring (a global diagnostics company) and Luna Innovations (fiber-optic test and measurement).",None,article_00725.pre.xmi:003,[]
11200,autonet insurance,None,article_00538.pre.xmi:002,[]
2036,"Erik founded POD Point in 2009, in the aftermath of the 2008 financial crisis.",None,article_00099.pre.xmi:010,[]
3065,Inspiring people around the world to Take That Step,None,article_00151.pre.xmi:007,[]
9699,It all started when...,None,article_00464.pre.xmi:005,[]
10120,Weâre here to show that technology is not the sole domain of Games and Movies â letâs build amazing and smart content together.,None,article_00485.pre.xmi:021,[]
1041,Men,None,article_00054.pre.xmi:019,[]
7309,• Finalist in the 2011 Sacramento Business Journal Healthiest Employer Award and clients were nominated as finalists in 2011 in 2012.,None,article_00345.pre.xmi:047,[]
5508,"CES Ltd's registered office and European commercial center is in the Sheffield city region of the UK, which will also be the home of our planned pilot 1MWh/month manufacturing facility.",None,article_00252.pre.xmi:037,[]
1413,Further investment in an even wider range of converting equipment enabled the company to diversify into the production of high quality greetings cards and the short-run sector of the litho-laminated market.,None,article_00075.pre.xmi:045,[]
114,"Over the years, Encore has extended its product range to include everything the painter and the",None,article_00007.pre.xmi:017,[]
12660,Blackrock Hydroxychloroquine 200 mg tablets available... More ›,None,article_00610.pre.xmi:023,[]
4250,"was founded with the notion of ""Redefining Excellence in Aftermarket"".",None,article_00210.pre.xmi:004,[]
230,"For more information about CRI or containers, call 1.888.9BOTTLE.",None,article_00014.pre.xmi:023,[]
4404,As we designed our system we asked what would we want if we owned a restaurant?,None,article_00214.pre.xmi:004,[]
10676,ANC will meet or exceed budgeted production.,None,article_00509.pre.xmi:042,[]
14906,"Benico, Ltd.'s client profiles are varied.",None,article_00724.pre.xmi:015,[]
2746,"Moixa R&D has created a growing reputation and patent portfolio across smart batteries, DC power, Microgrids, Solar Storage and Power Distribution, including recently granted patents - on managing aggregate batteries and Virtual Power Plants, for grid income.",None,article_00134.pre.xmi:019,[]
5461,"Talview is compliant with EU-US Privacy Shield Framework, Safe Harbor Policy, AICPA, SSAE-16, EEOC, OFCCP MoU & ISO 270001 Procedures.",None,article_00250.pre.xmi:136,[]
8163,Backed by world class investors.,None,article_00383.pre.xmi:015,[]
15115,Fairstone Group Ltd are trustees of the Fairstone Foundation – registered charity number 1121478,None,article_00733.pre.xmi:001,[]
11288,Please keep sending us your feedback and ideas!,None,article_00541.pre.xmi:007,[]
6018,"Jack Klinck, Director",None,article_00280.pre.xmi:074,[]
15179,"This track record in carrier-class product design acts as a clear differentiator in the eyes of Tier 1 and 2 customers, and allows us to confidently perform to a rapid implementation schedule.",None,article_00736.pre.xmi:008,[]
15958,CE grew from academic work conducted on carbon management technologies by Professor David Keith's research groups at the University of Calgary and Carnegie Mellon University.,None,article_00771.pre.xmi:005,[]
3680,"Further planning and permitting is underway for an additional mill upgrade to 1,000 tpd.",None,article_00184.pre.xmi:017,[]
5809,"The American Financial Exchange (AFX) is a self-regulated exchange that provides a transparent, centralized and rules-based electronic marketplace to allow for Small & Mid-Sized American Banks to meet their interbank funding needs.",About,article_00273.pre.xmi:003,"[{u'text': u'American Financial Exchange (AFX)', u'endOffset': 37, u'beginOffset': 4, u'label': u'Company'}, {u'text': u'transparent, centralized and rules-based electronic marketplace', u'endOffset': 146, u'beginOffset': 83, u'label': u'ProductService'}, {u'text': u'Small & Mid-Sized American Banks', u'endOffset': 192, u'beginOffset': 160, u'label': u'MarketProfile'}, {u'text': u'meet their interbank funding needs', u'endOffset': 230, u'beginOffset': 196, u'label': u'ValueProposition'}]"
11846,"Prior to Pherin he was the CFO and member of the founding management team of Erox Corporation, a company which he helped take public in 1991.",None,article_00569.pre.xmi:020,[]
16494,"Through these businesses Jeff developed significant expertise navigating venture capital and private equity markets, successfully bringing together the right financial backing to help his companies scale and create lasting outcomes in the healthcare industry.",None,article_00794.pre.xmi:009,[]
9195,"Let's hope that common sense now prevails—and that the EU rejects the political demands of ideologues and reapproves glyphosate for the good of farmers, consumers, and conservation.",None,article_00438.pre.xmi:027,[]
13253,MergeLane Fund,None,article_00640.pre.xmi:011,[]
4877,Monarch is the leading international manufacturer and distributor/supplier of Monarch Z Clips and fine custom architectural metal products.,About,article_00235.pre.xmi:005,"[{u'text': 'Monarch', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'Monarch Z Clips and fine custom architectural metal products', u'endOffset': 138, u'beginOffset': 78, u'label': u'ProductService'}]"
13439,"The cooperative provides a structure within which people can voluntarily act or operate by joining resources-physical or mental, man-made or natural, and material, including financial-to achieve an end.",None,article_00651.pre.xmi:024,[]
5379,"The award was given for companies with good founders, strong fan-base and start-ups that were funded.",None,article_00250.pre.xmi:054,[]
8612,Learn the facts about Today's Green Mining .,None,article_00409.pre.xmi:005,[]
8168,The systems you use must be reliable and flexible.,None,article_00384.pre.xmi:004,[]
11562,"Previously, from 1998 through 2007, Jeff held various management and leadership roles in finance for Intel Corporation.",None,article_00551.pre.xmi:034,[]
5112,Our vision is to connect companies with all their suppliers and customers to deliver transparency throughout the supply chain.,About,article_00244.pre.xmi:025,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'connect companies with all their suppliers and customers to deliver transparency throughout the supply chain', u'endOffset': 125, u'beginOffset': 17, u'label': u'Purpose'}]"
11300,"Leveraging its unique technology as a service bureau , 3DEO sells high volume, high value metal parts to large manufacturers with a variety of applications from a wide range of industries.",None,article_00542.pre.xmi:007,[]
6551,"Martin is currently the Sr. Director of Program Leadership & Management at Biogen Idec and prior to this has served as Vice President of US Marketing for Novartis Vaccines, Sr. Director of Strategic Marketing for Aastrom Biosciences and as a Project Leader with the Boston Consulting Group.",None,article_00308.pre.xmi:025,[]
11961,"From his experience he believes that ""There's a clear comparison between making wine and making soup, you're preserving the integrity, the texture, the colour and the flavour of what's there at the beginning.",None,article_00576.pre.xmi:007,[]
5915,We want to help consumers make better decisions about the food they eat.,About,article_00278.pre.xmi:003,"[{u'text': 'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': 'help consumers make better decisions about the food they eat', u'endOffset': 71, u'beginOffset': 11, u'label': u'ValueProposition'}]"
3822,Maintain a high level of relevant industry knowledge,None,article_00191.pre.xmi:061,[]
3795,"Keep abreast of industry trends, best practices, and competing/complimentary products.",None,article_00191.pre.xmi:033,[]
15602,San Wai Oo,None,article_00753.pre.xmi:040,[]
7310,Our Staff,None,article_00345.pre.xmi:048,[]
15247,Survivor,None,article_00737.pre.xmi:063,[]
11887,About Us,None,article_00572.pre.xmi:002,[]
2055,"Sun Gro medium starts with nature's best organic soil conditioner, Canadian Sphagnum Peat Moss.",None,article_00100.pre.xmi:004,[]
4665,He has worked with business icons like Robert Kiyosaki and David Bach.,None,article_00226.pre.xmi:043,[]
3838,"Vertex is consistently recognized as one of the industry's top places to work by Science Magazine, The Boston Globe, Boston Business Journal and the San Diego Business Journal.",None,article_00192.pre.xmi:009,[]
13596,Vision,None,article_00658.pre.xmi:011,[]
6863,neil neufeld,None,article_00319.pre.xmi:040,[]
14114,Operations Manager,None,article_00681.pre.xmi:068,[]
12207,"We have created a fully integrated metals service centre which has grown to be a leading provider of open-die quality forgings, making safety critical components to demanding global industries such as Aerospace, Oil and Gas, Power and Nuclear industries.",About,article_00587.pre.xmi:005,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'open-die quality forgings', u'endOffset': 126, u'beginOffset': 101, u'label': u'ProductService'}, {u'text': u'Aerospace, Oil and Gas, Power and Nuclear industries', u'endOffset': 253, u'beginOffset': 201, u'label': u'MarketSegment'}]"
5659,All the electronic markets we operate provide greater transparency and efficiency.,None,article_00262.pre.xmi:021,[]
16139,Symptom Checker,None,article_00776.pre.xmi:056,[]
4747,Call Phone,None,article_00230.pre.xmi:001,[]
10502,"Nitin holds an MBA from the Institute of Management Development and Research, Pune, India.",None,article_00505.pre.xmi:009,[]
12575,Cheryl always hands my customers' needs in a very fast manor and with no problems.,None,article_00606.pre.xmi:029,[]
6077,"We are a true partnership – both in our corporate structure and our relationships, and clients tell us we are an extension of their team.",None,article_00283.pre.xmi:005,[]
